COMMAND     PID             USER   FD      TYPE             DEVICE   SIZE/OFF                NODE NAME
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     142656 1152921500312484908 /System/Library/UserEventPlugins/EAPOLMonitor.plugin/Contents/MacOS/EAPOLMonitor
UserEvent   595 tokuyamamorimasa  txt       REG               1,16      50519 1152921500312221834 /System/Library/Frameworks/SystemConfiguration.framework/Versions/A/Resources/NetworkInterface.loctable
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     135648 1152921500312485068 /System/Library/UserEventPlugins/SystemPolicyEvents.plugin/Contents/MacOS/SystemPolicyEvents
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     159856 1152921500312485015 /System/Library/UserEventPlugins/SCMonitor.plugin/Contents/MacOS/SCMonitor
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     298048 1152921500312485157 /System/Library/UserEventPlugins/com.apple.cts.plugin/Contents/MacOS/com.apple.cts
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     139920 1152921500312485125 /System/Library/UserEventPlugins/com.apple.alarm.plugin/Contents/MacOS/com.apple.alarm
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     137120 1152921500312485136 /System/Library/UserEventPlugins/com.apple.bonjour.plugin/Contents/MacOS/com.apple.bonjour
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     136496 1152921500312485147 /System/Library/UserEventPlugins/com.apple.cfnotification.plugin/Contents/MacOS/com.apple.cfnotification
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     173856 1152921500312485188 /System/Library/UserEventPlugins/com.apple.fsevents.matching.plugin/Contents/MacOS/com.apple.fsevents.matching
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     135984 1152921500312485168 /System/Library/UserEventPlugins/com.apple.diskarbitration.plugin/Contents/MacOS/com.apple.diskarbitration
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     135824 1152921500312485178 /System/Library/UserEventPlugins/com.apple.dispatch.vfs.plugin/Contents/MacOS/com.apple.dispatch.vfs
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     295360 1152921500312485230 /System/Library/UserEventPlugins/com.apple.netsvcproxy.plugin/Contents/MacOS/com.apple.netsvcproxy
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     136160 1152921500312485198 /System/Library/UserEventPlugins/com.apple.iokit.matching.plugin/Contents/MacOS/com.apple.iokit.matching
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     136608 1152921500312485209 /System/Library/UserEventPlugins/com.apple.launchd.helper.plugin/Contents/MacOS/com.apple.launchd.helper
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     136272 1152921500312485219 /System/Library/UserEventPlugins/com.apple.lockout.lifecycle.plugin/Contents/MacOS/com.apple.lockout.lifecycle
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     173728 1152921500312485284 /System/Library/UserEventPlugins/com.apple.rcdevent.matching.plugin/Contents/MacOS/com.apple.rcdevent.matching
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     135312 1152921500312485298 /System/Library/UserEventPlugins/com.apple.reachability.plugin/Contents/MacOS/com.apple.reachability
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     136432 1152921500312485252 /System/Library/UserEventPlugins/com.apple.nsurlsessiond.plugin/Contents/MacOS/com.apple.nsurlsessiond
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     134704 1152921500312485274 /System/Library/UserEventPlugins/com.apple.rapport.events.plugin/Contents/MacOS/com.apple.rapport.events
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     135920 1152921500312485308 /System/Library/UserEventPlugins/com.apple.systemconfiguration.plugin/Contents/MacOS/com.apple.systemconfiguration
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     139200 1152921500312485339 /System/Library/UserEventPlugins/com.apple.time.plugin/Contents/MacOS/com.apple.time
UserEvent   595 tokuyamamorimasa  txt       REG               1,16     136736 1152921500312485349 /System/Library/UserEventPlugins/com.apple.touchbar.matching.plugin/Contents/MacOS/com.apple.touchbar.matching
